# Summary generated on 2023-06-16 11:37:12.885093 UTC
 #  Unique trajectory;      Beginning      ;        Beginning          ;   IAU;  IAU;   Sol lon ;   App LST ;   RAgeo  ;   +/-  ;   DECgeo ;   +/-  ;  LAMgeo  ;   +/-  ;   BETgeo ;   +/-  ;    Vgeo  ;    +/- ;  LAMhel  ;   +/-  ;   BEThel ;   +/-  ;    Vhel  ;    +/- ;       a    ;   +/-  ;      e    ;   +/-  ;      i    ;   +/-  ;    peri   ;    +/-  ;    node   ;    +/-  ;     Pi    ;   +/-  ;      b    ;   +/-  ;      q    ;   +/-  ;      f    ;   +/-  ;      M    ;   +/-  ;       Q    ;   +/-  ;      n    ;   +/-  ;      T    ;   +/-  ; TisserandJ;   +/-  ;   RAapp  ;   +/-  ;   DECapp ;   +/-  ;  Azim +E ;   +/-  ;    Elev  ;   +/-  ;   Vinit  ;    +/- ;    Vavg  ;    +/- ;    LatBeg   ;   +/-  ;    LonBeg   ;   +/-  ;   HtBeg ;   +/-  ;    LatEnd   ;   +/-  ;    LonEnd   ;   +/-  ;   HtEnd ;   +/-  ; Duration;  Peak ;  Peak Ht;   F  ;  Mass kg;   Qc ; MedianFitErr; Beg in; End in;  Num;      Participating    
 #      identifier   ;     Julian date     ;         UTC Time          ;    No; code;     deg   ;     deg   ;    deg   ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    deg   ;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;      AU    ;  sigma ;           ;  sigma ;    deg    ;  sigma ;     deg   ;   sigma ;     deg   ;   sigma ;    deg    ;  sigma ;    deg    ;  sigma ;     AU    ;  sigma ;    deg    ;  sigma ;     deg   ;  sigma ;      AU    ;  sigma ;   deg/day ;  sigma ;    years  ;  sigma ;           ;  sigma ;    deg   ;  sigma ;    deg   ;  sigma ; of N  deg;  sigma ;     deg  ;  sigma ;    km/s  ;   sigma;    km/s  ;   sigma;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;    +N deg   ;  sigma ;    +E deg   ;  sigma ;     km  ;  sigma ;   sec   ; AbsMag;     km  ; param; tau=0.7%;  deg ;    arcsec   ;   FOV ;   FOV ; stat;         stations      
 # ------------------; --------------------; --------------------------; -----; ----; ----------; ----------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; --------; ----------; --------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; ----------; -------; -----------; -------; ----------; -------; ----------; -------; ----------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ---------; -------; ------------; -------; ------------; -------; --------; -------; ------------; -------; ------------; -------; --------; -------; --------; ------; --------; -----; --------; -----; ------------; ------; ------; ----; ----------------------
20190901030251_u7Gb3; 2458727.626981773414; 2019-09-01 03:02:51.225223;    -1;  ...; 158.145018;  38.566022;  73.89811;  1.2146; +32.99744;  0.5346;  76.32379;  1.0669; +10.32100;  0.4523;  68.94862;  0.5525;  81.93698;  1.9616; +17.68609;  0.7947;  40.66676;  0.3920;    8.538521;  1.5102;   0.888261;  0.0315; 161.822678;  0.9861; 152.056358;   4.3306; 158.141595;   0.0003; 310.197953;  4.3304;   8.405896;    None;   0.954089;  0.0199;  27.937839;  4.3309;   0.788840;  0.6506;   16.122953;  3.0102;   0.039503;  0.0210;  24.950232;  5.9143;  -0.508498;  0.2054;  74.29537;  1.2044; +33.03483;  0.5286;  98.19528;  1.7913;  60.35628;  0.6692;  70.00298;  0.5453;  69.10360;  0.0723;    43.335838;  0.0011;    12.840489;  0.0007; 111.0596;    0.07;    43.344467;  0.0011;    12.757970;  0.0010;  99.0087;    0.08;     0.24;  -1.49; 103.7376; 0.608; 5.09e-05; 52.98;        79.26;   True;   True;    2; HR000D,HR0010
20190901031259_gyf2k; 2458727.634024751838; 2019-09-01 03:12:59.738559;    -1;  ...; 158.151832; 281.415852; 314.80540;  1.0593; +38.52505;  1.7755; 334.62131;  2.3878; +52.39600;  1.2918;  22.27433;  2.0283; 272.88129;  1.7638; +27.83960;  2.5336;  37.79111;  0.9095;    2.692246;  0.8465;   0.688543;  0.0662;  30.174957;  3.0373; 234.207025;   1.4179; 158.155559;   0.0006;  32.362585;  1.4182; -24.061118;    None;   0.838518;  0.0063; 305.787474;  1.4181; 351.748840;  2.7365;    4.545974;  1.6952;   0.223117;  0.0662;   4.417461;  2.3872;   2.834888;  0.4199; 314.10240;  1.1334; +38.33264;  1.6972;  72.21858;  3.8900;  63.58470;  0.8736;  25.05352;  7.0062;  24.33127;  0.6992;    34.586105;  0.0020;  -106.833638;  0.0020;  86.9800;    0.35;    34.576839;  0.0012;  -106.868621;  0.0013;  80.1216;    0.19;     0.32;  +1.94;  82.4536; 0.660; 1.49e-05; 43.17;        92.98;   True;   True;    2; US0002,US000J
20190901031534_QXXxq; 2458727.635819392744; 2019-09-01 03:15:34.795533;    -1;  ...; 158.153569; 282.599316;  37.55312;  0.5850; +59.48015;  0.1155;  57.27947;  0.2985; +41.85621;  0.2276;  56.70480;  0.1202;  33.13429;  1.1690; +68.89411;  0.2006;  40.55952;  0.0775;    7.878217;  0.5206;   0.877726;  0.0069; 107.542474;  0.4073; 205.544355;   0.4282; 158.151669;   0.0000;   3.696023;  0.4282; -24.277458;    None;   0.963298;  0.0017; 334.452754;  0.4282; 359.177371;  0.0669;   14.793136;  1.0422;   0.044572;  0.0036;  22.112740;  2.2925;   0.305197;  0.0334;  36.37862;  0.5892; +59.73294;  0.1083;  29.06989;  0.1045;  18.32313;  0.2990;  57.95863;  0.1179;  57.09613;  0.0853;    33.993274;  0.0006;  -106.298051;  0.0002; 114.1557;    0.07;    33.761755;  0.0008;  -106.452202;  0.0002; 104.3375;    0.06;     0.57;  +0.15; 106.3744; 0.793; 2.91e-05; 44.91;        51.29;   True;   True;    3; US0005,US000H,US000M
20190901031538_al6G5; 2458727.635864992626; 2019-09-01 03:15:38.735363;    -1;  ...; 158.153613;  43.759574;  69.38301;  0.1749; +63.62856;  1.1388;  78.03094;  0.3432; +41.04497;  1.1102;  58.42981;  0.5794;  95.36283;  1.8210; +67.83881;  1.6547;  41.43020;  0.0717;   21.517037;  2.0461;   0.954515;  0.0065; 109.912230;  1.8482; 159.660823;   0.2970; 158.155105;   0.0001; 317.815928;  0.2970;  19.074490;    None;   0.978694;  0.0009;  20.337268;  0.2971;   0.144071;  0.0361;   42.055380;  4.0920;   0.009875;  0.0024;  99.810064; 12.9494;  -0.171097;  0.0402;  70.12666;  0.1835; +63.39593;  1.1241;  28.90251;  2.2500;  65.70080;  0.7164;  59.53977;  0.5696;  58.56097;  0.5107;    44.264957;  0.0018;    14.845477;  0.0015; 112.4189;    0.19;    44.190212;  0.0017;    14.788079;  0.0012;  91.1159;    0.14;     0.41;  -2.02;  92.6545; 0.928; 1.83e-04;  8.29;        44.79;   True;   True;    2; HR000N,HR0010
20190901032852_XceFc; 2458727.645055386703; 2019-09-01 03:28:52.785411;    -1;  ...; 158.162505; 285.992992; 313.57393;  0.9582;  -9.59514;  1.2553; 313.28070;  0.6435;  +7.53902;  1.4309;  13.21193;  0.7828; 267.50543;  0.7880;  +2.67597;  0.5608;  37.16238;  0.5831;    2.355385;  0.2373;   0.632670;  0.0439;   2.834856;  0.5994; 230.799175;   0.7916; 158.217182;   0.0426;  29.016357;  0.8185;  -2.196472;    None;   0.865204;  0.0050; 309.145146;  0.8185; 350.141768;  2.1084;    3.845566;  0.4784;   0.272654;  0.0485;   3.614877;  0.5367;   3.250222;  0.2393; 311.89063;  0.6521;  -3.97930;  0.5833; 142.52296;  0.5782;  44.26585;  0.7635;  17.42666;  8.3456;  15.91083;  0.4194;    34.730086;  0.0004;  -106.238248;  0.0002;  89.4242;    0.15;    34.755930;  0.0005;  -106.262300;  0.0005;  85.8556;    0.13;     0.31;  +2.46;  87.6097; 0.508; 2.33e-05; 46.05;        85.84;   True;   True;    2; US0002,US0005
20190901033451_N3Res; 2458727.649207763374; 2019-09-01 03:34:51.550756;    -1;  ...; 158.166523;  48.034672;  37.29174;  0.0449;  +5.50581;  0.1558;  36.75700;  0.0923;  -8.73386;  0.1339;  60.89753;  0.0378;  12.68132;  0.1663; -13.47907;  0.1953;  39.66443;  0.0195;    4.810008;  0.0388;   0.930342;  0.0008; 157.067195;  0.3914; 112.720796;   0.1339; 338.172971;   0.0001;  90.893767;  0.1338;  21.064186;    None;   0.335054;  0.0013; 247.283861;  0.1340; 356.275778;  0.0514;    9.284963;  0.0787;   0.093430;  0.0012;  10.549197;  0.1265;   0.432635;  0.0066;  37.92016;  0.0446;  +5.93914;  0.1540; 195.48634;  0.0259;  49.14200;  0.1592;  61.84145;  0.0371;  59.89786;  0.0466;    45.844859;  0.0001;    14.304021;  0.0001; 108.8826;    0.03;    45.933845;  0.0002;    14.339301;  0.0001;  96.8434;    0.02;     0.27;  +0.47;  98.3128; 0.878; 1.13e-05;  9.99;         7.21;   True;   True;    2; HR0004,HR0008
20190901034002_iNMaX; 2458727.652812175453; 2019-09-01 03:40:02.971959;    -1;  ...; 158.170011; 288.169821; 341.28500;  0.1381; +20.14499;  0.2700; 351.09049;  0.0931; +25.83604;  0.2876;  34.29259;  0.1531; 301.61217;  0.1223; +21.48784;  0.2696;  40.80278;  0.1097;    9.557971;  0.7528;   0.954833;  0.0041;  33.459398;  0.4181; 279.883631;   0.4395; 158.173303;   0.0001;  78.056935;  0.4396; -32.899224;    None;   0.431702;  0.0026; 260.111369;  0.4396; 358.659532;  0.2089;   18.684240;  1.5033;   0.033355;  0.0051;  29.549436;  3.3389;   1.216399;  0.0529; 340.74759;  0.1291; +20.68671;  0.2570;  92.90400;  0.2534;  41.93270;  0.2146;  36.33012;  0.1456;  35.86716;  0.1131;    35.084091;  0.0002;  -106.862196;  0.0001; 102.2439;    0.03;    35.087968;  0.0002;  -106.956028;  0.0001;  94.4392;    0.03;     0.32;  +1.30;  98.3036; 0.505; 1.79e-05; 83.37;        57.21;   True;   True;    3; US0002,US000H,US000J
20190901043429_LVoh3; 2458727.690623603296; 2019-09-01 04:34:29.879325;    -1;  ...; 158.206598; 303.042126; 271.01507;  0.6351; +68.13747;  0.1585;  76.53022;  7.3511; +88.37711;  0.1587;  25.88069;  0.0415; 248.81916;  0.2436; +41.94194;  0.0292;  38.70852;  0.0508;    3.420748;  0.0495;   0.704933;  0.0045;  41.943556;  0.0295; 181.103256;   0.4396; 158.209027;   0.0000; 339.312282;  0.4396;  -0.737389;    None;   1.009349;  0.0000; 358.892773;  0.4396; 359.864079;  0.0549;    5.832148;  0.0991;   0.155784;  0.0036;   6.326774;  0.1359;   2.376809;  0.0221; 275.68800;  0.5500; +67.32576;  0.1635; 342.59260;  0.1137;  53.69528;  0.2563;  28.08818;  0.0381;  27.79739;  0.0261;    34.605162;  0.0004;  -105.637498;  0.0003; 100.7310;    0.08;    34.473437;  0.0003;  -105.587696;  0.0003;  79.6461;    0.04;     0.99;  +0.12;  83.1260; 0.835; 2.40e-04; 50.00;        83.90;   True;   True;    4; US0002,US0005,US000H,US000M
20190901043746_dXv2m; 2458727.692897304427; 2019-09-01 04:37:46.327102;    -1;  ...; 158.208797; 301.799833;   2.68136;  0.1167; +12.63790;  0.1393;   7.53369;  0.0863; +10.52011;  0.1587;  45.03452;  0.0232; 326.86083;  0.0848; +11.67617;  0.1717;  40.63648;  0.0477;    8.340374;  0.2804;   0.991084;  0.0002;  46.399259;  0.4268; 329.424266;   0.3381; 158.210804;   0.0000; 127.635070;  0.3381; -21.614812;    None;   0.074366;  0.0014; 210.572036;  0.3381; 358.718374;  0.0703;   16.606381;  0.5598;   0.040919;  0.0023;  24.086789;  1.1921;   0.856632;  0.0211;   2.36815;  0.1140; +13.16967;  0.1359;  96.04754;  0.1092;  31.48444;  0.1500;  46.70941;  0.0225;  46.23687;  0.0140;    35.223846;  0.0002;  -107.702085;  0.0001;  99.0727;    0.04;    35.242509;  0.0002;  -107.919014;  0.0003;  86.7768;    0.02;     0.51;  -0.51;  91.5251; 0.614; 9.07e-05; 57.09;        51.82;   True;   True;    3; US0001,US000H,US000J
20190901044002_CLSJA; 2458727.694479019847; 2019-09-01 04:40:02.987315;    -1;  ...; 158.210329; 302.916354;  27.96853;  1.4438; +66.66522;  0.2533;  56.85128;  0.8504; +50.22464;  0.3227;  53.29107;  0.5293;   6.95813;  4.5299; +78.77141;  0.4117;  41.75823;  0.3047;   63.648616; 66.5247;   0.984607;  0.0277;  95.454267;  0.8072; 199.817518;   1.3158; 158.209530;   0.0000; 358.027047;  1.3158; -19.724061;    None;   0.979759;  0.0041; 340.179831;  1.3158; 359.972587;     nan;  126.317473; 1.3e+02;   0.001941;  0.0077; 507.789933;     nan;  -0.034434;  0.1611;  26.80541;  1.4264; +66.49947;  0.2547;  28.26358;  0.3503;  33.14253;  0.5582;  54.58797;  0.5179;  53.47236;  0.0577;    33.871327;  0.0002;  -107.175368;  0.0003; 104.2957;    0.07;    33.771845;  0.0006;  -107.239376;  0.0004;  96.0164;    0.07;     0.36;  +0.70; 106.7058; -0.291; 1.55e-05; 60.89;        72.28;   True;   True;    2; US0005,US000H
20190901044248_ZgWwa; 2458727.696399535518; 2019-09-01 04:42:48.919869;    -1;  ...; 158.212186; 303.254104; 296.77526;  0.4209; +65.52533;  0.5746;   6.92181;  2.8275; +79.16361;  0.2676;  31.07675;  0.1263; 259.92673;  0.4406; +48.21494;  0.2580;  40.93634;  0.2041;   10.831252;  1.6082;   0.908597;  0.0187;  48.813215;  0.2279; 196.340053;   0.5439; 158.213941;   0.0000; 354.553994;  0.5439; -12.223481;    None;   0.990008;  0.0015; 343.656456;  0.5439; 359.668811;  0.1072;   20.672496;  3.2175;   0.027649;  0.0094;  35.646641;  7.5692;   1.274070;  0.0919; 298.79690;  0.3916; +64.67896;  0.5542; 356.31936;  0.3528;  58.81782;  0.5501;  32.98432;  0.1188;  31.40180;  0.0304;    33.616684;  0.0005;  -107.512151;  0.0003;  98.0894;    0.04;    33.557510;  0.0006;  -107.507657;  0.0002;  87.0759;    0.04;     0.40;  -0.17;  88.5994; 0.862; 1.17e-04; 56.20;        85.91;   True;   True;    3; US0009,US000H,US000R
20190901044915_Bo6mD; 2458727.700876986142; 2019-09-01 04:49:15.771603;    -1;  ...; 158.216520; 305.596511;  63.70479;  0.2600; +44.41012;  0.5546;  69.92525;  0.1050; +22.78783;  0.5774;  66.90025;  0.9013;  70.75587;  0.2154; +38.85486;  0.5566;  41.30610;  1.0488;   17.227113; 60.6871;   0.941477;  0.0956; 141.117554;  0.5531; 175.921093;   0.6699; 158.212786;   0.0001; 334.133879;  0.6700;   2.559119;    None;   1.008187;  0.0003;   4.074666;  0.6699;   0.041436;     nan;   33.446038; 1.2e+02;   0.013784;  0.0549;  71.502195;     nan;  -0.652696;  0.5114;  63.15256;  0.2410; +44.71884;  0.5363;  39.52421;  0.2854;   8.16036;  0.4906;  68.05456;  0.8888;  68.50868;  0.4251;    35.532165;  0.0032;  -106.826291;  0.0012; 117.0402;    0.30;    35.200717;  0.0016;  -107.158749;  0.0003; 110.3186;    0.19;     0.79;  +0.30; 115.0531; 0.296; 1.96e-05; 14.89;        56.39;   True;   True;    2; US0001,US000J
20190901045517_Zde2W; 2458727.705064468086; 2019-09-01 04:55:17.570043;    -1;  ...; 158.220571; 307.641804;  13.60845;  0.7172; +30.47922;  1.6767;  24.84269;  1.3741; +22.62657;  1.2745;  38.27925;  0.9088; 329.38948;  1.9456; +30.52705;  2.3574;  28.99625;  0.4851;    0.967519;  0.0315;   0.851506;  0.0217;  75.406553;  3.1610; 329.869629;   2.8529; 158.220934;   0.0002; 128.090563;  2.8531; -29.063242;    None;   0.143671;  0.0247; 210.127603;  2.8529; 315.809000;  2.3588;    1.791368;  0.0528;   1.035654;  0.0477;   0.951678;  0.0471;   5.492906;  0.1860;  12.92494;  0.7191; +30.83354;  1.6379;  76.24039;  2.1858;  36.57866;  0.1850;  40.14927;  0.8757;  38.12246;  0.7288;    37.217700;  0.0052;  -106.251974;  0.0013;  99.4048;    0.25;    37.160268;  0.0059;  -106.543414;  0.0002;  79.4435;    0.23;     0.88;  -1.61;  85.6081; 0.691; 5.16e-04; 12.42;        68.43;   True;   True;    2; US0006,US000J
20190901045940_2DxAN; 2458727.708104625810; 2019-09-01 04:59:40.239670;   197;  AUD; 158.223512; 308.117851; 248.76818;  1.4728; +59.95395;  0.7334; 204.83054;  4.2050; +78.47513;  0.5932;  20.95900;  0.0281; 243.89793;  0.4635; +32.16990;  0.2174;  38.57398;  0.2214;    3.288838;  0.1677;   0.694601;  0.0189;  32.243732;  0.2195; 171.065031;   1.0797; 158.227243;   0.0000; 329.292275;  1.0797;   4.753155;    None;   1.004409;  0.0013;   8.930095;  1.0797;   1.161631;  0.2780;    5.573266;  0.3348;   0.165250;  0.0164;   5.964366;  0.4343;   2.549789;  0.0912; 255.43100;  1.3311; +60.12249;  0.7228; 324.08748;  0.9721;  47.50970;  0.6724;  23.56199;  0.0247;  23.30543;  0.0411;    34.227734;  0.0005;  -106.873595;  0.0005;  92.3199;    0.06;    34.185267;  0.0004;  -106.836599;  0.0005;  85.8877;    0.03;     0.37;  +1.76;  89.5191; 0.435; 3.79e-05; 87.14;        97.78;   True;   True;    2; US0005,US000H
20190901051014_XMY8M; 2458727.715447469614; 2019-09-01 05:10:14.661375;    -1;  ...; 158.230618; 311.072823; 337.69886;  0.6258;  +5.21090;  0.4176; 341.37075;  0.6430; +13.51155;  0.4146;  20.49127;  0.1633; 283.77502;  0.3894;  +7.80615;  0.2470;  35.26077;  0.1298;    1.724686;  0.0326;   0.668330;  0.0032;   9.562034;  0.3114; 274.668777;   1.2709; 158.245651;   0.0006;  72.914428;  1.2708;  -9.530010;    None;   0.572027;  0.0088; 265.315678;  1.2708; 338.383258;  0.6722;    2.877344;  0.0579;   0.435151;  0.0115;   2.264986;  0.0652;   3.862062;  0.0482; 337.36120;  0.5959;  +7.16883;  0.3751; 132.53031;  0.9686;  53.39446;  0.4223;  23.47809;  0.1431;  23.02639;  0.1887;    34.648645;  0.0006;  -106.570067;  0.0001;  85.0915;    0.11;    34.665372;  0.0001;  -106.592248;  0.0002;  81.3486;    0.01;     0.24;  +0.16;  83.9132; 0.315; 8.35e-05; 67.17;        89.07;   True;   True;    4; US0005,US000D,US000H,US000J
20190901051315_CpD1U; 2458727.717534868978; 2019-09-01 05:13:15.012680;    -1;  ...; 158.232637; 313.492980; 163.04857;  0.2248; +59.87175;  0.2878; 135.11009;  0.3651; +47.33549;  0.1847;  38.25003;  0.1234; 197.77012;  0.1477; +42.80032;  0.2037;  41.39868;  0.1736;   20.234932; 1.3e+02;   0.966366;  0.0111;  55.494704;  0.1126; 109.697901;   0.1370; 158.234168;   0.0000; 267.932069;  0.1370;  50.882288;    None;   0.680579;  0.0018;  70.298993;  0.1370;   0.410981;  0.1640;   39.789285; 2.6e+02;   0.010828;  0.0043;  91.023441; 3.0e+03;   0.831716;  0.0821; 164.05492;  0.2297; +61.80416;  0.2937; 345.90745;  0.2190;   9.36281;  0.2238;  39.73077;  0.1186;  39.36106;  0.0957;    34.428144;  0.0010;  -104.903054;  0.0021; 105.8728;    0.16;    33.832765;  0.0003;  -104.724104;  0.0013;  94.8246;    0.09;     1.78;  -1.09;  98.9621; 0.625; 5.57e-04; 29.27;        75.03;   True;   True;    2; US0005,US000H
20190901052135_33m1E; 2458727.723327090964; 2019-09-01 05:21:35.460659;    -1;  ...; 158.238242; 312.946134; 350.05631;  0.1148;  -5.54387;  0.0766; 348.68761;  0.1217;  -1.16172;  0.0643;  28.07844;  0.0214; 297.16137;  0.0545;  -0.87497;  0.0484;  37.17627;  0.0527;    2.361772;  0.0246;   0.842453;  0.0010;   1.334430;  0.0734; 112.495408;   0.2608; 338.128280;   0.0072;  90.623688;  0.2608;   1.232877;    None;   0.372091;  0.0016; 247.614332;  0.2608; 348.224422;  0.1920;    4.351454;  0.0478;   0.271548;  0.0043;   3.629591;  0.0568;   2.929240;  0.0214; 349.65526;  0.1097;  -3.87039;  0.0732; 130.23918;  0.1483;  38.62257;  0.0649;  30.42420;  0.0199;  30.01105;  0.0226;    34.133801;  0.0001;  -107.540877;  0.0004; 100.1295;    0.04;    34.231720;  0.0000;  -107.680303;  0.0004;  86.5220;    0.02;     0.72;  +0.82;  90.3122; 0.721; 8.96e-05; 83.78;        74.12;   True;   True;    4; US0001,US0009,US000H,US000R
20190901052331_MtmZW; 2458727.724666710012; 2019-09-01 05:23:31.203745;    -1;  ...; 158.239538; 312.879828; 290.56249;  8.3347; +82.59557;  1.2016;  80.93589;  0.9532; +73.30265;  1.5422;  33.36735;  0.3636; 243.44035;  0.3864; +57.66302;  0.5102;  37.82859;  0.9138;    2.715480;  0.7214;   0.629234;  0.0782;  57.753944;  0.5203; 173.359633;   0.9315; 158.240911;   0.0000; 331.600544;  0.9315;   5.612595;    None;   1.006809;  0.0006;   6.637335;  0.9315;   1.175990;  0.5952;    4.424151;  1.4424;   0.220259;  0.0696;   4.474768;  2.0128;   2.515613;  0.3826; 297.91141;  7.9958; +81.59824;  1.0299; 357.06038;  1.8250;  42.61729;  0.7047;  35.15012;  0.3450;  33.61780;  0.4693;    34.535442;  0.0014;  -108.090506;  0.0031;  92.3630;    0.37;    34.413529;  0.0004;  -108.083078;  0.0022;  79.7597;    0.18;     0.57;  -1.21;  85.1315; 0.574; 3.29e-04; 11.33;       109.48;   True;   True;    3; US0009,US000J,US000R
20190901052504_IH3Hd; 2458727.725744000636; 2019-09-01 05:25:04.281655;    -1;  ...; 158.240581; 313.890826; 315.18741;  0.1306; -49.98057;  0.1490; 302.34270;  0.0716; -31.49164;  0.1598;  11.54870;  0.0329; 261.61627;  0.0450;  -9.43999;  0.0278;  36.77216;  0.0337;    2.187717;  0.0132;   0.571886;  0.0027;   9.698863;  0.0271;  36.723645;   0.0643; 338.225382;   0.0000;  14.949027;  0.0643;   5.781642;    None;   0.936591;  0.0003; 323.291567;  0.0643; 351.370455;  0.0912;    3.438843;  0.0266;   0.304591;  0.0028;   3.235842;  0.0292;   3.427394;  0.0137; 316.86105;  0.1007; -36.55831;  0.0820; 177.48592;  0.0819;  18.40130;  0.0835;  16.03969;  0.0237;  14.49781;  0.0043;    34.987127;  0.0002;  -107.468310;  0.0002;  82.0499;    0.01;    35.204588;  0.0003;  -107.481097;  0.0002;  73.9517;    0.02;     1.89;  +0.89;  79.0329; 0.373; 5.53e-04; 85.13;       105.14;   True;   True;    4; US0001,US000H,US000J,US000R
20190901053024_LXGF2; 2458727.729446392041; 2019-09-01 05:30:24.168272;    -1;  ...; 158.244163; 316.886021;  82.69203;  0.6664; +58.90341;  0.0867;  85.36647;  0.4191; +35.58320;  0.0997;  60.59346;  0.1971; 106.96580;  0.9549; +57.42130;  0.1779;  41.84401;  0.1556;  130.937615; 1.1e+03;   0.993168;  0.0133; 116.497943;  0.1872; 140.493446;   1.2203; 158.242784;   0.0000; 298.736231;  1.2203;  34.704036;    None;   0.894532;  0.0060;  39.503706;  1.2203;   0.017159;     nan;  260.980697; 2.1e+03;   0.000658;  0.0016; 1.4983e+03;     nan;  -0.482549;  0.0816;  81.74630;  0.6591; +59.19335;  0.0820;  25.77417;  0.2381;  14.88298;  0.2634;  61.76133;  0.1939;  60.71836;  0.2704;    35.261927;  0.0003;  -105.809962;  0.0009; 111.9710;    0.10;    35.033191;  0.0003;  -105.944216;  0.0011; 104.4233;    0.11;     0.48;  -0.48; 108.1848; 0.502; 4.93e-05; 36.22;        66.18;   True;   True;    2; US0002,US000H
20190901053137_BuEr9; 2458727.730294340290; 2019-09-01 05:31:37.431001;    -1;  ...; 158.244984; 316.034011; 265.07807;  0.6744; -25.14168;  1.0743; 265.54321;  0.5820;  -1.78009;  1.0924;   8.48890;  0.0996; 252.70956;  0.1592;  -0.39803;  0.2451;  37.73252;  0.0829;    2.656441;  0.0514;   0.623011;  0.0072;   0.399447;  0.1907;  12.007310;  72.9275; 337.879796;  72.8830; 349.887107;  0.3455;   0.083099;    None;   1.001449;  0.0005; 348.357749;  0.3455; 357.873481;  0.0441;    4.311433;  0.1032;   0.227643;  0.0064;   4.329631;  0.1266;   3.076786;  0.0345; 277.40968;  0.3179; -12.67355;  0.7615; 224.59483;  0.2464;  29.84026;  0.7809;  13.74499;  0.0607;  13.17689;  0.1051;    35.088066;  0.0001;  -106.967967;  0.0008;  85.0838;    0.24;    35.199507;  0.0001;  -106.834369;  0.0004;  75.0125;    0.15;     1.56;  +1.88;  79.3577; 0.569; 2.42e-04; 16.29;        87.79;   True;   True;    4; US0001,US0002,US0007,US000J
20190901054045_Zb8Q7; 2458727.736635535024; 2019-09-01 05:40:45.310226;    -1;  ...; 158.251120; 318.451962; 341.36343;  0.2735;  +2.73582;  0.6322; 343.86145;  0.1901;  +9.83173;  0.6627;  30.96578;  1.5836; 297.48796;  1.6470;  +7.41568;  0.6425;  40.97980;  1.0655;   11.322008;  3.6604;   0.962156;  0.0449;  11.270738;  1.2053; 279.989772;   0.4467; 158.263749;   0.0021;  78.253521;  0.4478; -11.097672;    None;   0.428470;  0.0126; 259.997289;  0.4478; 358.966028;  2.6509;   22.215546;  7.3331;   0.025871;  0.0609;  38.096565; 14.6340;   1.248010;  0.5024; 341.62655;  0.2363;  +3.83186;  0.5127; 140.42141;  0.3486;  51.95498;  0.5143;  33.04465;  1.4796;  29.14770;  0.1226;    35.262993;  0.0004;  -106.838407;  0.0002;  99.7117;    0.05;    35.309020;  0.0002;  -106.885123;  0.0002;  91.1249;    0.06;     0.38;  +1.67;  94.6756; 0.586; 1.98e-05; 48.76;        78.82;   True;   True;    2; US0007,US000J
20190901054712_FNG79; 2458727.741112668533; 2019-09-01 05:47:12.134561;    -1;  ...; 158.255452; 319.980599;  52.91562;  0.2998; +52.81446;  0.1662;  64.35884;  0.1812; +32.62728;  0.1922;  61.25586;  0.3768;  58.13138;  0.3813; +55.97268;  0.1027;  39.85300;  0.4287;    5.235704;  1.4662;   0.809292;  0.0387; 123.611693;  0.1011; 192.627860;   0.4051; 158.253768;   0.0000; 350.881628;  0.4051; -10.490161;    None;   0.998492;  0.0007; 347.369134;  0.4051; 359.212244;  0.2262;    9.472915;  2.9326;   0.082270;  0.0239;  11.980177;  5.6595;   0.341703;  0.2072;  52.38047;  0.2885; +52.83721;  0.1624;  42.08691;  0.1393;  25.77901;  0.2023;  62.48632;  0.3708;  62.78309;  0.2541;    34.863048;  0.0002;  -106.937913;  0.0005; 102.2133;    0.05;    34.741610;  0.0004;  -107.070675;  0.0002;  93.3542;    0.06;     0.37;  +1.91;  96.3476; 0.662; 4.29e-06; 88.12;        80.25;   True;   True;    2; US000H,US000J
